loss,accuracy
6.760310287971497,0.09936
6.713063485603333,0.09944
6.712394939346313,0.0988
6.7122619008255,0.0989
6.712302580108642,0.09848
6.71224025150299,0.0987
6.712195580253601,0.0967
6.712304224433899,0.0997
6.712321663665771,0.09836
6.712279165840149,0.10078
