accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.122,0.07766990291262135,0.3258426966292135,0.32,0.0,0.044444444444444446,0.05813953488372093,0.017857142857142856,0.1568627450980392,0.02830188679245283,0.21100917431192662
