loss,accuracy
1.410665062531233,0.49268
0.9728079567106068,0.66564
0.8879884922772646,0.70268
0.8817708713638782,0.70962
0.9284110374855995,0.70106
0.9611593998384476,0.6902
1.0170773413038254,0.67678
1.0756884288787842,0.66518
1.3875481502437592,0.6356
1.165263622059822,0.63
