loss,accuracy
2.837621599073526,0.1803
1.796282562703104,0.32334
1.529127704662462,0.43244
1.3666376697277305,0.5009
1.2155899828394026,0.56314
1.0830607377636228,0.61572
0.9676042128776177,0.65812
0.8693919512642856,0.69558
0.7819406688213348,0.72638
0.7190129963236593,0.74956
