accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.7316,0.6460176991150443,0.8434782608695652,0.6447368421052632,0.7131782945736435,0.6363636363636364,0.48672566371681414,0.8347107438016529,0.7578125,0.9026548672566371,0.9191176470588235
