loss,accuracy
1.447172282166481,0.47016
0.9237069359636306,0.6773
0.7310261040997506,0.7475
0.6172524938106537,0.7872
0.5357093167102337,0.81842
0.46908721997976305,0.8388
0.4232885233895481,0.85546
0.37822780476490037,0.87286
0.3500449567569792,0.88266
0.32099731115119534,0.89338
