loss,accuracy
4.466107734328951,0.11074
2.1799963273660605,0.1926
2.0744033780549187,0.2383
1.8923601409053559,0.30582
1.7198338325676101,0.3625
1.6307289688788411,0.39828
1.5747155268173998,0.4155
1.5267456919335953,0.43918
1.4748148369362286,0.46124
1.4252815481342014,0.48144
