accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.4935,0.5172413793103449,0.75,0.2727272727272727,0.38235294117647056,0.14814814814814814,0.45454545454545453,0.6388888888888888,0.52,0.53125,0.5641025641025641
