accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.143,0.44660194174757284,0.0,0.19,0.22330097087378642,0.34444444444444444,0.0,0.008928571428571428,0.0,0.009433962264150943,0.2018348623853211
