loss,accuracy
1.851123209142685,0.32734
1.1342001791667937,0.59822
0.8373653648757935,0.70772
0.6609939307689666,0.76908
0.5316124243068695,0.8169
0.4270192698001862,0.8509
0.3414368050098419,0.88136
0.26482549102783204,0.9085
0.214448522605896,0.92528
0.177861881980896,0.93982
