accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.116,0.009708737864077669,0.0,0.19,0.0,0.0,0.313953488372093,0.25892857142857145,0.0,0.04716981132075472,0.3211009174311927
