accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.168,0.13592233009708737,0.0,0.51,0.0,0.0,0.5813953488372093,0.17857142857142858,0.0,0.2830188679245283,0.027522935779816515
