loss,accuracy
2.394201730890274,0.10132
2.3332545577812196,0.09668
2.3247604360961915,0.10024
2.321683948688507,0.1001
2.319411360206604,0.10054
2.3179740410423277,0.09936
2.316621310253143,0.1005
2.315331998901367,0.1019
2.3148488565444945,0.10154
2.3147024737358093,0.1011
