loss,accuracy
1.6386338807678222,0.43018
1.0744910316753387,0.64142
0.8335985007381439,0.72804
0.6816149009799958,0.77698
0.5662279603099823,0.81424
0.47700967813491824,0.84382
0.41869816517829894,0.85924
0.35896806631088257,0.88122
0.30918374484062194,0.89776
0.25975058393478395,0.91254
