accuracy,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0.145,0.7864077669902912,0.0,0.0,0.0970873786407767,0.2111111111111111,0.19767441860465115,0.0,0.0,0.0,0.1651376146788991
